,model_id,ntrees,max_depth,min_rows,min_sum_hessian_in_leaf,sample_rate,col_sample_rate,col_sample_rate_per_tree,booster,reg_lambda,reg_alpha
84,XGBoost_grid_1_AutoML_20190421_204058_model_18,154,5,20.0,100.0,0.8,1.0,0.9,gbtree,0.001,1.0
85,XGBoost_grid_1_AutoML_20190421_204058_model_19,105,15,3.0,100.0,0.8,0.8,0.9,gbtree,0.001,0.5
86,XGBoost_grid_1_AutoML_20190421_204058_model_2,281,15,15.0,100.0,1.0,0.8,0.8,gbtree,100.0,0.5
87,XGBoost_grid_1_AutoML_20190421_204058_model_20,73,5,0.1,100.0,0.8,0.6,0.8,dart,10.0,0.1
88,XGBoost_grid_1_AutoML_20190421_204058_model_21,164,5,15.0,100.0,0.6,0.8,0.9,gbtree,0.001,0.001
89,XGBoost_grid_1_AutoML_20190421_204058_model_22,221,5,0.1,100.0,1.0,0.8,1.0,gbtree,100.0,0.001
90,XGBoost_grid_1_AutoML_20190421_204058_model_23,115,10,0.1,100.0,0.6,0.6,0.9,gbtree,0.1,0.5
91,XGBoost_grid_1_AutoML_20190421_204058_model_24,77,10,5.0,100.0,0.8,0.6,0.9,dart,100.0,0.1
92,XGBoost_grid_1_AutoML_20190421_204058_model_25,209,5,3.0,100.0,0.8,0.6,1.0,gbtree,10.0,0.001
93,XGBoost_grid_1_AutoML_20190421_204058_model_26,193,5,1.0,100.0,0.8,0.6,1.0,gbtree,10.0,0.001
94,XGBoost_grid_1_AutoML_20190421_204058_model_27,100,20,0.1,100.0,1.0,1.0,0.8,dart,1.0,1.0
95,XGBoost_grid_1_AutoML_20190421_204058_model_28,99,20,3.0,100.0,0.8,1.0,1.0,dart,0.01,0.1
96,XGBoost_grid_1_AutoML_20190421_204058_model_29,116,10,5.0,100.0,1.0,0.6,0.7,dart,0.001,1.0
97,XGBoost_grid_1_AutoML_20190421_204058_model_3,104,5,0.01,100.0,1.0,1.0,0.7,dart,0.01,0.5
98,XGBoost_grid_1_AutoML_20190421_204058_model_30,92,15,0.1,100.0,1.0,1.0,0.8,gbtree,0.001,0.001
99,XGBoost_grid_1_AutoML_20190421_204058_model_31,165,5,5.0,100.0,1.0,0.8,0.7,gbtree,10.0,0.1
100,XGBoost_grid_1_AutoML_20190421_204058_model_32,129,10,1.0,100.0,0.6,0.6,1.0,gbtree,10.0,0.01
101,XGBoost_grid_1_AutoML_20190421_204058_model_33,119,5,15.0,100.0,0.8,0.8,0.9,gbtree,100.0,0.5
102,XGBoost_grid_1_AutoML_20190421_204058_model_34,14,20,3.0,100.0,1.0,1.0,0.9,gbtree,100.0,0.001
103,XGBoost_grid_1_AutoML_20190421_204058_model_4,180,10,0.01,100.0,0.8,0.6,0.9,gbtree,10.0,0.01
104,XGBoost_grid_1_AutoML_20190421_204058_model_5,176,20,0.01,100.0,0.6,0.8,0.8,gbtree,10.0,0.1
105,XGBoost_grid_1_AutoML_20190421_204058_model_6,149,20,1.0,100.0,1.0,0.6,0.8,gbtree,10.0,0.001
106,XGBoost_grid_1_AutoML_20190421_204058_model_7,100,5,1.0,100.0,1.0,0.6,0.7,dart,0.01,1.0
107,XGBoost_grid_1_AutoML_20190421_204058_model_8,184,5,3.0,100.0,0.6,1.0,0.7,gbtree,0.01,0.001
108,XGBoost_grid_1_AutoML_20190421_204058_model_9,280,20,20.0,100.0,0.8,0.8,0.7,gbtree,100.0,1.0
